point,type,granularity,"capacity (kW)","volume (kWh)","emission (kg CO2)","emissionfactor (kg CO2/kWh)","validfrom (UTC)","validto (UTC)","lastupdate (UTC)"
Nederland,ElectricityMix,Hour,3027000,3027000,0,0,"2024-12-31 23:00:00","2025-01-01 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2893250,2893250,0,0,"2025-01-01 00:00:00","2025-01-01 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3126250,3126250,0,0,"2025-01-01 01:00:00","2025-01-01 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3010000,3010000,0,0,"2025-01-01 02:00:00","2025-01-01 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2752500,2752500,0,0,"2025-01-01 03:00:00","2025-01-01 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2720750,2720750,0,0,"2025-01-01 04:00:00","2025-01-01 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2694250,2694250,0,0,"2025-01-01 05:00:00","2025-01-01 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2773250,2773250,0,0,"2025-01-01 06:00:00","2025-01-01 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2054750,2054750,0,0,"2025-01-01 07:00:00","2025-01-01 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1815000,1815000,0,0,"2025-01-01 08:00:00","2025-01-01 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,991500,991500,0,0,"2025-01-01 09:00:00","2025-01-01 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,379500,379500,0,0,"2025-01-01 10:00:00","2025-01-01 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,94000,94000,0,0,"2025-01-01 11:00:00","2025-01-01 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,106500,106500,0,0,"2025-01-01 12:00:00","2025-01-01 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,493000,493000,0,0,"2025-01-01 13:00:00","2025-01-01 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1067000,1067000,0,0,"2025-01-01 14:00:00","2025-01-01 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1417750,1417750,0,0,"2025-01-01 15:00:00","2025-01-01 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1736750,1736750,0,0,"2025-01-01 16:00:00","2025-01-01 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1832250,1832250,0,0,"2025-01-01 17:00:00","2025-01-01 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1818000,1818000,0,0,"2025-01-01 18:00:00","2025-01-01 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1673750,1673750,0,0,"2025-01-01 19:00:00","2025-01-01 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1417000,1417000,0,0,"2025-01-01 20:00:00","2025-01-01 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2179000,2179000,0,0,"2025-01-01 21:00:00","2025-01-01 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2466000,2466000,0,0,"2025-01-01 22:00:00","2025-01-01 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2462000,2462000,0,0,"2025-01-01 23:00:00","2025-01-02 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2134000,2134000,0,0,"2025-01-02 00:00:00","2025-01-02 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1959750,1959750,0,0,"2025-01-02 01:00:00","2025-01-02 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1609000,1609000,0,0,"2025-01-02 02:00:00","2025-01-02 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1421750,1421750,0,0,"2025-01-02 03:00:00","2025-01-02 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1738750,1738750,0,0,"2025-01-02 04:00:00","2025-01-02 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2237000,2237000,0,0,"2025-01-02 05:00:00","2025-01-02 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2051750,2051750,0,0,"2025-01-02 06:00:00","2025-01-02 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1242750,1242750,0,0,"2025-01-02 07:00:00","2025-01-02 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2076000,2076000,0,0,"2025-01-02 08:00:00","2025-01-02 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2525000,2525000,0,0,"2025-01-02 09:00:00","2025-01-02 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3216250,3216250,0,0,"2025-01-02 10:00:00","2025-01-02 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4027000,4027000,0,0,"2025-01-02 11:00:00","2025-01-02 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4122000,4122000,0,0,"2025-01-02 12:00:00","2025-01-02 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,4152250,4152250,0,0,"2025-01-02 13:00:00","2025-01-02 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2762250,2762250,0,0,"2025-01-02 14:00:00","2025-01-02 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2411500,2411500,0,0,"2025-01-02 15:00:00","2025-01-02 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2250500,2250500,0,0,"2025-01-02 16:00:00","2025-01-02 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3075250,3075250,0,0,"2025-01-02 17:00:00","2025-01-02 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3599000,3599000,0,0,"2025-01-02 18:00:00","2025-01-02 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3730750,3730750,0,0,"2025-01-02 19:00:00","2025-01-02 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3387250,3387250,0,0,"2025-01-02 20:00:00","2025-01-02 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3702250,3702250,0,0,"2025-01-02 21:00:00","2025-01-02 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3290500,3290500,0,0,"2025-01-02 22:00:00","2025-01-02 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2785000,2785000,0,0,"2025-01-02 23:00:00","2025-01-03 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3108000,3108000,0,0,"2025-01-03 00:00:00","2025-01-03 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3163750,3163750,0,0,"2025-01-03 01:00:00","2025-01-03 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2891750,2891750,0,0,"2025-01-03 02:00:00","2025-01-03 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2979250,2979250,0,0,"2025-01-03 03:00:00","2025-01-03 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3293250,3293250,0,0,"2025-01-03 04:00:00","2025-01-03 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3084000,3084000,0,0,"2025-01-03 05:00:00","2025-01-03 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2372250,2372250,0,0,"2025-01-03 06:00:00","2025-01-03 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2855000,2855000,0,0,"2025-01-03 07:00:00","2025-01-03 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3073500,3073500,0,0,"2025-01-03 08:00:00","2025-01-03 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3223000,3223000,0,0,"2025-01-03 09:00:00","2025-01-03 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3151000,3151000,0,0,"2025-01-03 10:00:00","2025-01-03 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2706000,2706000,0,0,"2025-01-03 11:00:00","2025-01-03 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2471000,2471000,0,0,"2025-01-03 12:00:00","2025-01-03 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2656500,2656500,0,0,"2025-01-03 13:00:00","2025-01-03 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2680250,2680250,0,0,"2025-01-03 14:00:00","2025-01-03 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2662000,2662000,0,0,"2025-01-03 15:00:00","2025-01-03 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3303000,3303000,0,0,"2025-01-03 16:00:00","2025-01-03 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3532000,3532000,0,0,"2025-01-03 17:00:00","2025-01-03 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3579000,3579000,0,0,"2025-01-03 18:00:00","2025-01-03 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3437000,3437000,0,0,"2025-01-03 19:00:00","2025-01-03 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3557500,3557500,0,0,"2025-01-03 20:00:00","2025-01-03 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3189000,3189000,0,0,"2025-01-03 21:00:00","2025-01-03 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2967250,2967250,0,0,"2025-01-03 22:00:00","2025-01-03 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2709250,2709250,0,0,"2025-01-03 23:00:00","2025-01-04 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2688000,2688000,0,0,"2025-01-04 00:00:00","2025-01-04 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2741500,2741500,0,0,"2025-01-04 01:00:00","2025-01-04 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1903000,1903000,0,0,"2025-01-04 02:00:00","2025-01-04 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1620000,1620000,0,0,"2025-01-04 03:00:00","2025-01-04 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1107250,1107250,0,0,"2025-01-04 04:00:00","2025-01-04 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1173750,1173750,0,0,"2025-01-04 05:00:00","2025-01-04 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1021250,1021250,0,0,"2025-01-04 06:00:00","2025-01-04 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1618000,1618000,0,0,"2025-01-04 07:00:00","2025-01-04 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2236000,2236000,0,0,"2025-01-04 08:00:00","2025-01-04 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2713250,2713250,0,0,"2025-01-04 09:00:00","2025-01-04 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2750000,2750000,0,0,"2025-01-04 10:00:00","2025-01-04 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2947500,2947500,0,0,"2025-01-04 11:00:00","2025-01-04 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2495500,2495500,0,0,"2025-01-04 12:00:00","2025-01-04 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2046500,2046500,0,0,"2025-01-04 13:00:00","2025-01-04 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1093500,1093500,0,0,"2025-01-04 14:00:00","2025-01-04 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1262500,1262500,0,0,"2025-01-04 15:00:00","2025-01-04 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,951750,951750,0,0,"2025-01-04 16:00:00","2025-01-04 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,265250,265250,0,0,"2025-01-04 17:00:00","2025-01-04 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1003000,1003000,0,0,"2025-01-04 18:00:00","2025-01-04 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1887500,1887500,0,0,"2025-01-04 19:00:00","2025-01-04 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1517000,1517000,0,0,"2025-01-04 20:00:00","2025-01-04 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1896000,1896000,0,0,"2025-01-04 21:00:00","2025-01-04 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2069750,2069750,0,0,"2025-01-04 22:00:00","2025-01-04 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,307250,307250,0,0,"2025-01-04 23:00:00","2025-01-05 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,696000,696000,0,0,"2025-01-05 00:00:00","2025-01-05 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1157500,1157500,0,0,"2025-01-05 01:00:00","2025-01-05 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1867750,1867750,0,0,"2025-01-05 02:00:00","2025-01-05 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1950000,1950000,0,0,"2025-01-05 03:00:00","2025-01-05 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2717250,2717250,0,0,"2025-01-05 04:00:00","2025-01-05 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2135500,2135500,0,0,"2025-01-05 05:00:00","2025-01-05 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1657500,1657500,0,0,"2025-01-05 06:00:00","2025-01-05 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1360000,1360000,0,0,"2025-01-05 07:00:00","2025-01-05 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1640500,1640500,0,0,"2025-01-05 08:00:00","2025-01-05 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1487500,1487500,0,0,"2025-01-05 09:00:00","2025-01-05 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1597750,1597750,0,0,"2025-01-05 10:00:00","2025-01-05 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1097250,1097250,0,0,"2025-01-05 11:00:00","2025-01-05 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,705250,705250,0,0,"2025-01-05 12:00:00","2025-01-05 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,941250,941250,0,0,"2025-01-05 13:00:00","2025-01-05 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2073000,2073000,0,0,"2025-01-05 14:00:00","2025-01-05 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1949000,1949000,0,0,"2025-01-05 15:00:00","2025-01-05 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1140000,1140000,0,0,"2025-01-05 16:00:00","2025-01-05 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,804750,804750,0,0,"2025-01-05 17:00:00","2025-01-05 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1453750,1453750,0,0,"2025-01-05 18:00:00","2025-01-05 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1706000,1706000,0,0,"2025-01-05 19:00:00","2025-01-05 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1656000,1656000,0,0,"2025-01-05 20:00:00","2025-01-05 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2227500,2227500,0,0,"2025-01-05 21:00:00","2025-01-05 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3035750,3035750,0,0,"2025-01-05 22:00:00","2025-01-05 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3241250,3241250,0,0,"2025-01-05 23:00:00","2025-01-06 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3119250,3119250,0,0,"2025-01-06 00:00:00","2025-01-06 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3105750,3105750,0,0,"2025-01-06 01:00:00","2025-01-06 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3159250,3159250,0,0,"2025-01-06 02:00:00","2025-01-06 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3095250,3095250,0,0,"2025-01-06 03:00:00","2025-01-06 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2797000,2797000,0,0,"2025-01-06 04:00:00","2025-01-06 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1812250,1812250,0,0,"2025-01-06 05:00:00","2025-01-06 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,704000,704000,0,0,"2025-01-06 06:00:00","2025-01-06 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,572750,572750,0,0,"2025-01-06 07:00:00","2025-01-06 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,437500,437500,0,0,"2025-01-06 08:00:00","2025-01-06 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,286500,286500,0,0,"2025-01-06 09:00:00","2025-01-06 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,809500,809500,0,0,"2025-01-06 10:00:00","2025-01-06 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,592500,592500,0,0,"2025-01-06 11:00:00","2025-01-06 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,261250,261250,0,0,"2025-01-06 12:00:00","2025-01-06 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,322750,322750,0,0,"2025-01-06 13:00:00","2025-01-06 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,472250,472250,0,0,"2025-01-06 14:00:00","2025-01-06 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,567750,567750,0,0,"2025-01-06 15:00:00","2025-01-06 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,206000,206000,0,0,"2025-01-06 16:00:00","2025-01-06 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,896250,896250,0,0,"2025-01-06 17:00:00","2025-01-06 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1539250,1539250,0,0,"2025-01-06 18:00:00","2025-01-06 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1477250,1477250,0,0,"2025-01-06 19:00:00","2025-01-06 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1239750,1239750,0,0,"2025-01-06 20:00:00","2025-01-06 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1752000,1752000,0,0,"2025-01-06 21:00:00","2025-01-06 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2014500,2014500,0,0,"2025-01-06 22:00:00","2025-01-06 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1376250,1376250,0,0,"2025-01-06 23:00:00","2025-01-07 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1259750,1259750,0,0,"2025-01-07 00:00:00","2025-01-07 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1632750,1632750,0,0,"2025-01-07 01:00:00","2025-01-07 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1648750,1648750,0,0,"2025-01-07 02:00:00","2025-01-07 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1066000,1066000,0,0,"2025-01-07 03:00:00","2025-01-07 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,952250,952250,0,0,"2025-01-07 04:00:00","2025-01-07 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1440000,1440000,0,0,"2025-01-07 05:00:00","2025-01-07 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1884000,1884000,0,0,"2025-01-07 06:00:00","2025-01-07 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2051000,2051000,0,0,"2025-01-07 07:00:00","2025-01-07 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2087000,2087000,0,0,"2025-01-07 08:00:00","2025-01-07 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1755000,1755000,0,0,"2025-01-07 09:00:00","2025-01-07 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1572250,1572250,0,0,"2025-01-07 10:00:00","2025-01-07 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1409250,1409250,0,0,"2025-01-07 11:00:00","2025-01-07 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1068500,1068500,0,0,"2025-01-07 12:00:00","2025-01-07 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,961750,961750,0,0,"2025-01-07 13:00:00","2025-01-07 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,978250,978250,0,0,"2025-01-07 14:00:00","2025-01-07 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1537000,1537000,0,0,"2025-01-07 15:00:00","2025-01-07 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1768000,1768000,0,0,"2025-01-07 16:00:00","2025-01-07 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2502000,2502000,0,0,"2025-01-07 17:00:00","2025-01-07 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2374000,2374000,0,0,"2025-01-07 18:00:00","2025-01-07 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2527750,2527750,0,0,"2025-01-07 19:00:00","2025-01-07 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2386250,2386250,0,0,"2025-01-07 20:00:00","2025-01-07 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2561750,2561750,0,0,"2025-01-07 21:00:00","2025-01-07 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2891000,2891000,0,0,"2025-01-07 22:00:00","2025-01-07 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2829500,2829500,0,0,"2025-01-07 23:00:00","2025-01-08 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2747750,2747750,0,0,"2025-01-08 00:00:00","2025-01-08 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2772250,2772250,0,0,"2025-01-08 01:00:00","2025-01-08 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2601750,2601750,0,0,"2025-01-08 02:00:00","2025-01-08 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2494500,2494500,0,0,"2025-01-08 03:00:00","2025-01-08 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2549500,2549500,0,0,"2025-01-08 04:00:00","2025-01-08 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2560000,2560000,0,0,"2025-01-08 05:00:00","2025-01-08 06:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2545000,2545000,0,0,"2025-01-08 06:00:00","2025-01-08 07:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2593000,2593000,0,0,"2025-01-08 07:00:00","2025-01-08 08:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2778000,2778000,0,0,"2025-01-08 08:00:00","2025-01-08 09:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2804000,2804000,0,0,"2025-01-08 09:00:00","2025-01-08 10:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2705000,2705000,0,0,"2025-01-08 10:00:00","2025-01-08 11:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2810000,2810000,0,0,"2025-01-08 11:00:00","2025-01-08 12:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2732000,2732000,0,0,"2025-01-08 12:00:00","2025-01-08 13:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,3065000,3065000,0,0,"2025-01-08 13:00:00","2025-01-08 14:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2293000,2293000,0,0,"2025-01-08 14:00:00","2025-01-08 15:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1982000,1982000,0,0,"2025-01-08 15:00:00","2025-01-08 16:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2201000,2201000,0,0,"2025-01-08 16:00:00","2025-01-08 17:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2346000,2346000,0,0,"2025-01-08 17:00:00","2025-01-08 18:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2362000,2362000,0,0,"2025-01-08 18:00:00","2025-01-08 19:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,2179000,2179000,0,0,"2025-01-08 19:00:00","2025-01-08 20:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1792000,1792000,0,0,"2025-01-08 20:00:00","2025-01-08 21:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1591250,1591250,0,0,"2025-01-08 21:00:00","2025-01-08 22:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1231000,1231000,0,0,"2025-01-08 22:00:00","2025-01-08 23:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1527000,1527000,0,0,"2025-01-08 23:00:00","2025-01-09 00:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1432000,1432000,0,0,"2025-01-09 00:00:00","2025-01-09 01:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,993000,993000,0,0,"2025-01-09 01:00:00","2025-01-09 02:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,934000,934000,0,0,"2025-01-09 02:00:00","2025-01-09 03:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,950000,950000,0,0,"2025-01-09 03:00:00","2025-01-09 04:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1118000,1118000,0,0,"2025-01-09 04:00:00","2025-01-09 05:00:00","2026-01-28 08:22:44"
Nederland,ElectricityMix,Hour,1524250,1524250,0,0,"2025-01-09 05:00:00","2025-01-09 06:00:00","2026-01-28 08:22:44"
